,Unnamed: 0,name,artwork,poseType,sod,gRoq1_mat,gRoq2_mat,gRoq3_mat,gRoq4_mat,reasons,tempo_score,tempo,pitch_score,pitch,density_score,density,additional_perception
551,11,배뀽,A19,standing,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]",여자 표정이 너무 우울하고 색채도 어두워서 역동성이 없음,2.0,2 |  우울하다,3.0,3 |  귀를 때리는 소리는 아닌 것 같음,7.0,7 |  스산한 분위기를 나타내면 좋을 것 같다,
552,12,미지,A19,standing,1.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[1, 1, 1, 1]",폐허같은 배경과 머리카락 옷의 움직임이 없는 모습이 정적으로 느껴짐,0.0,0 | 폐허의 느낌을 살리기위해,1.0,1 | 음울한 분위기의 낮은 음,1.0,1 | 밀도가 높을수록 풍요로운 느낌을 줄 수 있으므로 공허한 느낌은 낮은 밀도의 음악으로 표현,
553,13,boldmas,A19,standing,2.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]",The subject of the painting is standing there,3.0,"3 | The subject is standing in a neutral position, wearing white, and not much movement is happening.",5.0,5 | the colors and the character are very neutral,1.0,1 | not much is going on in terms of color and movements,
554,14,Seong Ho,A19,standing,0.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",외롭게 서있는 여자가 정적인 느낌을 강하게 줌.,0.0,  외로운 느낌이 표현되었으면 함.,2.0,  톤다운된 색채감 표현 원함.,0.0,  외로운 느낌이 표현되었으면 함.,외로움. 사연있는 느낌.
555,15,5e67524094c67a000a04ca8e,A19,standing,0.0,"[1,1,1,1]","[0,0,0,0]","[0,0,0,0]","[1,1,1,1]","I see silence, almost like a freeze frame of nothingness",0.0,,0.0,,0.0,,
556,16,6400dc9af341e8a575a457f6,A19,standing,3.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,1]","[1,1,1,1]",the ground of this image contains the most variation in colors,1.0,,2.0,,8.0,,
557,17,5e4875f3110b3730eefa32a1,A19,standing,3.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",the main character,3.0,,4.0,,5.0,,
558,18,5e909d9ac9ce2503b2650797,A19,standing,0.0,"[1,0,0,0]","[0,0,0,0]","[0,0,0,0]","[0,0,0,0]",not at all dynamic,1.0,,1.0,,6.0,,
559,19,5fc00a11268eb941e7d8b066,A19,standing,1.0,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]",The emotion of the woman's face really captivates the viewer.,3.0,,7.0,,1.0,,
560,20,5b295f60bbd4880001117976,A19,standing,3.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Figure appears haunted by something. ,2.0,,3.0,,5.0,,
561,21,630100561dc47fd83f5b4745,A19,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,1,0]",Very little dynamic about this picture but her dress is dragging across the floor. ,0.0,,0.0,,1.0,,
562,22,5f7959d0b6791155e6932dd1,A19,standing,3.0,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]",The expression on the face of the figure is what drew in eyes and so brings the dynamism.,3.0,  There is a sense of longing in this picture tat would be best depicted in low tempo.,2.0,  The sadness of the picture should be shown in a low pitched music.,8.0,"  Although the colours in the picture is light, the feeling I get from the figure in heavy and sad and so I think it would be best depicted in a dense piece of music.",The music should be sorrowful and forlorn like the picture.
563,23,5967e9a831394d0001abdb3f,A19,standing,0.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",The figure is standing still,1.0,,2.0,,1.0,,
564,24,657421f9661ce9a8cd7482d1,A19,standing,0.0,"[0,1,1,0]","[1,1,1,0]","[1,1,1,0]","[1,1,1,0]", perfect sense of dynamic,5.0,  Moderate tempo music is good for the art work ,5.0,  Moderate pitch music is good for the art work ,5.0,  Moderate density music is good for the art work ,
565,25,5e56590389b924000c184113,A19,standing,2.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",Intensity of the portrait. ,7.0,,5.0,,8.0,,A richness and intensity
566,26,65c4bfbc22bc351322c66e32,A19,standing,1.0,"[0,1,1,0]","[1,0,0,0]","[0,1,0,0]","[0,0,1,0]",Very outstanding,5.0,,4.0,,5.0,,
567,27,63f77942d3cad20e65a411a9,A19,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,0,0,0]","[1,0,0,0]",no sense of dynamics,2.0,,5.0,,3.0,,
568,28,5c584d2040378900013b6fb9,A19,standing,1.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",There is no movement or energy to this. her dress is still,1.0,,1.0,,1.0,,
569,29,613e454dca2db9fcef1f8e8d,A19,standing,0.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]","The figure stands still, no movement indicated in arms or legs or clothing, her hair hangs straight",1.0,  it should be gentle and reflective to reflect the static ;thoughtful' pose,5.0,  There is a balance in the image between a haunting presence and a calm reflectiveness which i think it best represented by a moderate pitch,7.0,  There is an intensity created by the muted colours and the stillness of the pose.,
420,0,나비,A2,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 1]",움직임이 활기차보임. 발길질.,8.0,8,7.0,7,9.0,9,
421,1,rub,A2,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 0, 0, 1]","[0, 0, 0, 0]",I think i can hear the laughter of the kids,7.0,7 |  they are stepping on the waves,7.0,7 |  kids don't get alone well with low pitch when they are playing in my opinion,6.0,"6 |  normal, they are not being too naughty playing",
422,2,Daisy,A2,running,6.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 1, 1]","There are three kids playing on the beach, and there are waves too.",7.0,"7 |  Since they are kids, they are supposed to be very active with high tempo.",9.0,9 |  Kids are loud and very high-pitched.,7.0,7 |  Kids are playful with a lot of movements.,
423,3,Doky,A2,running,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]",아이들의 움직임이라는 것과 바닷물 가운데에서 뛰는 움직임 (물의 튀김)이 역동적 느낌을 강조하는 것처럼 보여짐. ,6.0,6 |  휘몰아치는 파도와 아이들이 물을 튀기면서 노는 장면에서 오는 느낌이 빠른 템포가 어울릴 것 같음.,7.0,7 |  비교적 어둡지 않은 배경에 활기찬 파도의 움직임과 아이들의 웃음 소리가 연상지어지기 때문에 높낮이는 높은 것이 어울릴 것 같음.,7.0,7 |  오디오가 풍족한 것이 더 어울릴 것 같으므로 음악의 밀도는 너무 높지는 않지만 그래도 비교적 높은 것이 어울릴 것 같음.,
424,4,chanpig,A2,running,8.0,"[0, 0, 0, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]",아이들이 앞으로 뛰어가는 자세랑 물이튀는 모습과 뒤에 파도가 치는 모습,7.0,7 | 아이들이 뛰어놀때 즐거워보여서 빠를꺼같음,6.0,6 | 색감이 주는 느낌이 너무 높지않을듯한 느낌,8.0,"8 | 파도도 치고 그 안에서 노는 애들 , 배경 색감이 주는 느낌",
425,5,곤듀,A2,running,9.0,"[0, 0, 0, 0]","[0, 0, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]","인물들의 상체 움직임, 바닷물의 저항을 이겨나고 나아가려는 하체, 밀려오는 파도",9.0,9 |  그림에서 전체적으로 역동적인 느낌이 들어 매우 빠름 템포가 어울리다고 생각함,9.0,9 |  그림에서 느껴지는 역동적인 느낌과 함께 인물들이 아이들임을 인지함에 따라 높은 스타일의 피치가 어울리다고 생각함.,8.0,"8 |  그림 상의 인물들이 아이들이며, 바닷물의 저항을 뚫고 겨우겨우 앞으로 나아가는 장면이 연상되기 때문에 매우 분주하거나 힘차다는 느낌은 들지 않음.  따라서 어느정도의 밀도는 있으나 샘플상의 매우 높은 밀도까지는 아니다고 생각함",
426,6,이인애,A2,running,7.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 0, 0, 0]",선의표현,6.0,6,7.0,7,7.0,7,
427,7,고고,A2,running,7.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",달리는모습,7.0,7,7.0,7,7.0,7,
428,8,경,A2,running,9.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]","물 속에서 달리고 있는 아이들의 모습, 파도를 통해 역동성이 잘 드러남.",9.0,9 |  달리고 있는 역동성을 드러내기에 적합함.,8.0,8 |  아이들의 밝은 움직임을 드러내기에 적합함.,8.0,8 |  달리는 아이들과 파도의 복합적인 역동성을 잘 드러냄.,
429,9,yoni,A2,running,7.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]",그림속 인물의 연령대,8.0,8,8.0,8,2.0,2,
430,10,밍경댕,A2,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 0, 0, 0]",아이들의 뛰노는 모습과 뒤의 파도가 역동적으로 느끼게 함.,3.0,3 |  평화로운 상황과 같아서 느린 음악이 잘 어울림.,7.0,7 |  아이들의 순수함은 높은 음이 잘 어울림.,7.0,7 |  아이들은 가벼우나 자연의 바다의 색상은 무거운 느낌을 줘 조금은 밀도 있는 음악이 상상감.,
431,11,배뀽,A2,running,7.0,"[0, 0, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 1, 1]","조금 높은 파도, 아이들이 재밌게 뛰고 있음",5.0,5 | 일상의 여유로움,9.0,9 | 아이들의 꺄르륵꺄르륵 소리,9.0,9 | 촘촘함이 있어야 할 것 같음,
432,12,미지,A2,running,8.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]",물이 튀는 모습,8.0,8 | 아이들이 뛰어노는 배경음악으로 빠른템포의 음악이 떠오름,8.0,8 | 즐거운 느낌을 표현할 수 있는 높은 음,8.0,"8 | 파도소리, 물이 첨벙거리는 소리, 웃음소리 등 여러가지 소리를 밀도로 표현 가능",
433,13,boldmas,A2,running,9.0,"[0, 0, 0, 0]","[0, 1, 1, 1]","[0, 1, 1, 1]","[0, 1, 1, 1]",that is where the most movement is taking place,7.0,7 | The children seem to be running quickly and the water is splashing around with one wave in the background.,9.0,9 | It is a happy and lively scene in the daytime.,8.0,"8 | The happy children, the lively waves, and the reflection all have created a complex and dynamic imagery that requires a complex music.",
434,14,Seong Ho,A2,running,10.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]",뛰어노는 아이 세명.,10.0,  역동적인 느낌이 표현되었으면 함.,4.0,  색이 어두움.,10.0,  세 명의 아이와 파도가 표현되려면 Dense 해야 함.,물이 비치는 느낌
435,15,5e67524094c67a000a04ca8e,A2,running,7.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,1,1,0]",There's nothing that's particularly dynamic about this picture,4.0,,4.0,,4.0,,
436,16,6400dc9af341e8a575a457f6,A2,running,8.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]",indicates movement ,7.0,,8.0,,7.0,,
437,17,5e4875f3110b3730eefa32a1,A2,running,7.0,"[0,0,1,1]","[0,0,1,1]","[0,0,0,0]","[0,0,0,0]",the colours used and the scene itself,9.0,,7.0,,6.0,,
438,18,5e909d9ac9ce2503b2650797,A2,running,7.0,"[0,0,0,0]","[0,1,1,0]","[0,1,1,0]","[0,0,0,0]",the movement depicted ,7.0,,7.0,,5.0,,
439,19,5fc00a11268eb941e7d8b066,A2,running,6.0,"[0,0,0,0]","[0,0,0,0]","[0,0,1,0]","[0,0,0,0]",The boy in the middle commands most of the attention.,6.0,,8.0,,4.0,,
440,20,5b295f60bbd4880001117976,A2,running,7.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,0]",Sea waves crashing behind the children running through it. ,7.0,,7.0,,7.0,,
441,21,630100561dc47fd83f5b4745,A2,running,10.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","Children playing in the sea, looks like they are running and having fun. Very dynamic. ",10.0,,7.0,,9.0,,
442,22,5f7959d0b6791155e6932dd1,A2,running,7.0,"[0,0,0,0]","[0,1,1,0]","[0,0,0,0]","[0,0,0,0]","The faces of the children, especially the ones that look blurred is what gives the picture dynamism.",8.0,"  The music should be fast, like children are, echoing the splashing in the water.",8.0,  I think the music should be high like children squealing in the sea.,2.0,  The music should be light and fun.,There should be an undercurrent of melodical pacing in the music to signify the waves of the sea.
443,23,5967e9a831394d0001abdb3f,A2,running,7.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,0]",The children are running through the water creating a sense of dynamism,5.0,  Something light and frothy to represent youth,5.0,,3.0,,
444,24,657421f9661ce9a8cd7482d1,A2,running,10.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]",Very dynamic and unique design ,8.0,  High tempo is needed for the art work and this is what children also like ,8.0,  high pitch is also need to blend with the high tempo,8.0,  High density will also facilitate the beauty and melody of the music when viewing the piece ,
445,25,5e56590389b924000c184113,A2,running,6.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,1,1,1]","Movement, playful and motion.",6.0,,5.0,,6.0,,
446,26,65c4bfbc22bc351322c66e32,A2,running,6.0,"[0,0,1,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",An outstanding look,3.0,,2.0,,7.0,,
447,27,63f77942d3cad20e65a411a9,A2,running,10.0,"[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","[1,1,1,1]","the cloud, ocean and boys seem in motion",7.0,,6.0,,7.0,,
448,28,5c584d2040378900013b6fb9,A2,running,7.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,0,1]","It shows all 3 kids and their reflection in the water, along with the splashes.",6.0,"  It seems like a happy, fun and playful picture. Quite cheeky and innocent",7.0,  children and fun,5.0,,
449,29,613e454dca2db9fcef1f8e8d,A2,running,7.0,"[0,0,0,0]","[0,1,1,1]","[0,1,1,1]","[0,0,1,1]","Boys running, the water around their legs is splashing and in the distance a wave is breaking",7.0,"  playful movement, not intense",5.0,  A balance between the vastness of the sea and the playfulness of the boys.,7.0,"  I feel that the splashing waves would add a dense feeling, and the volume of water in the picture",
480,0,나비,A20,standing,2.0,"[0, 0, 0, 0]","[0, 1, 1, 0]","[0, 1, 1, 0]","[0, 0, 0, 0]",움직임이 없음.,1.0,1,6.0,6 |  새소리가 조금 날 것 같아서 (약간의 높은 음?),2.0,2,
481,1,rub,A20,standing,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]","this pic is not really moving for me, but i think the artist wants me to notice the waving white dress",1.0,1,6.0,6 |  it's bright but silent,2.0,2 |  I don't want to interrupt the girl by fancy music,
482,2,Daisy,A20,standing,0.0,"[1, 1, 0, 0]","[1, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","The road is still. Only the female should be moving, and probably the trees in the forest have their leaves move when there is wind.",3.0,3 |  It gives me a feeling of a peaceful afternoon.,2.0,2 |  The female looks a bit lonely.,2.0,2 |  The female is doing nothing much.,
483,3,Doky,A20,standing,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",인물의 움직임이 크게 느껴지지는 않아 활기참이 느껴지지는 않지만 인물의 옷 색깔로 인하여 조금 역동적 느낌이 강조됨. (그래도 보통 이하),4.0,"4 |  인물의 행동에는 없지만, 의류의 색채적인 활기찬 부분이나, 환경의 웅장함으로 인하여 너무 느리지는 않은 보통정도의 템포가 어울릴 것 같음.",4.0,4 |  vibrant한 빨간 색채와 대비되는 어둡고 웅장한 숲의 느낌이 중화되어 보통의 높낮이가 이상적으로 생각됨.,6.0,6 |  밀도 역시 보통보다 조금 높거나 딱 보통의 밀도가 그림의 평화로움과 인물의 발랄함을 동시에 잘 표현할 수 있을 것 같음.,
484,4,chanpig,A20,standing,0.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",내리막길에 사람이 나려가다 쉬어서 ,5.0,5 |  걸어내려갈것같아서,7.0,7 |  맑은 날에 가벼운 산책하는 느낌,5.0,5 |  산책을하는데 내리막길이라 너무 느리지않고 적당히,
485,5,곤듀,A20,standing,4.0,"[1, 1, 0, 0]","[1, 1, 0, 0]","[1, 1, 0, 0]","[0, 0, 0, 0]",숲?을 표현한듯한 부분에서 잎들이 흔들리는 듯한 느낌을 받음,1.0,1 |  그림이 전체적으로 우울함이 느껴짐 샘플상의 보통 이상의 템포는 전혀 떠오르지가 않음,0.0,0 |  개인적으로 그림에서 우울함과 쓸쓸함이 느껴지므로 샘플상의 매우 낮은 음이 적절하다고 생각함,0.0,0 |  개인적으로 이 그림에서는 호소력 짙은 표현이 어울리지 않다고 생각됨,
486,6,이인애,A20,standing,3.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 1, 0]","[1, 1, 0, 0]",선의질감,4.0,4,6.0,6,7.0,7,
487,7,고고,A20,standing,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",서있는 모습,1.0,1,1.0,1,1.0,1,
488,8,경,A20,standing,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",가만히 서 있는 인물의 모습을 통해 대체로 정적인 분위기를 자아냄.,2.0,"2 |  정적인 분위기, 잠을 자는 정도는 아니고 가만히 서 있는 모습에 잘 어울림.",2.0,2 |  적당히 정적인 모습을 잘 드러냄.,2.0,2 |  적당히 정적인 모습을 잘 드러냄.,
489,9,yoni,A20,standing,3.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",그림의 질감과 옷의 색감,3.0,3,9.0,9,7.0,7,
490,10,밍경댕,A20,standing,1.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",여인은 가만히 있어보이나 빨간 옷의 색상이나 화법이 조금은 역동성을 느끼게 해줌,2.0,2 |  배경이나 자세나 느린 음악이 잘 어울릴 것 같음.,4.0,4 |  약간 낮은 음으로 여인의 정적인 모습을 표현하고 너무 낮진 않은 음을 쓴 이유는 여인의 옷차림이나 배경의 우거짐을 통해 기온이 좀 따뜻할 것 같아서,6.0,6 |  밝은 느낌의 그림은 아니라 밀도가 조금은 있었으면 좋겠음.,
491,11,배뀽,A20,standing,4.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[1, 1, 0, 0]","[0, 0, 0, 0]",나무의 흔들거림 ,5.0,5 |  일상의 평화로움,1.0,"1 |  고요한 느낌, 자연의 소리만 들릴 것 같음",2.0,2 |  클래식에 어울림,
492,12,미지,A20,standing,0.0,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]",울창한 숲이 정적으로 보임,0.0,0 | 어두운 숲속의 느낌이 강해서,2.0,2 | 배경의 무게감이 무겁게 느껴져서,0.0,0 | 그림에서 단조로운 느낌이 듦,
493,13,boldmas,A20,standing,1.0,"[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",The subject of the painting is placed there.,2.0,2 | The subject of the artwork is resting and nothing else seems to be happening.,4.0,4 | The dark forest gives the painting a somber feeling in contrast to the resting lady who is very bright and lively colors.,3.0,3 | The trees feel overwhelming in contrast to the woman.,
494,14,Seong Ho,A20,standing,1.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]",서 있는 여자의 느낌이 정적임.,0.0,  한 두 음 정도 넓은 간격으로 나왔으면 함.,2.0,  어두운 느낌이 표현되었으면 함.,0.0,  한 두 음 정도 넓은 간격으로 표현되었으면 함.,음침함
495,15,5e67524094c67a000a04ca8e,A20,standing,1.0,"[0,0,1,1]","[0,0,1,1]","[0,0,1,1]","[0,0,1,1]",This picture feels like it has a huge amount of depth,6.0,,4.0,,5.0,,
496,16,6400dc9af341e8a575a457f6,A20,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","the image is quite boring and nondescript, with only the woman breaking up the monotony",2.0,,8.0,,5.0,,
497,17,5e4875f3110b3730eefa32a1,A20,standing,1.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",The girl's bright red top makes this part feel dynamic,2.0,,4.0,,4.0,,
498,18,5e909d9ac9ce2503b2650797,A20,standing,2.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",the bright red standing out ,3.0,,7.0,,5.0,,
499,19,5fc00a11268eb941e7d8b066,A20,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,0,0,0]",The red really stands out against the green background.,4.0,,3.0,,5.0,,
500,20,5b295f60bbd4880001117976,A20,standing,1.0,"[0,0,0,0]","[0,0,1,0]","[0,0,0,0]","[0,0,0,0]",The lady is standing still but the eye is drawn to the woods where potentially some level of dynamism could arise.,5.0,,5.0,,5.0,,
501,21,630100561dc47fd83f5b4745,A20,standing,1.0,"[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","[0,1,0,0]",Looks at though the woman is leaning against a fence and its only the only movement I can detect in the picture. ,0.0,,0.0,,0.0,,
502,22,5f7959d0b6791155e6932dd1,A20,standing,2.0,"[0,0,1,0]","[0,0,1,0]","[0,1,0,0]","[0,1,0,0]",The contrast between the darkness of the trees and the brightness of the figure brings the dynamism in the picture.,2.0,  I think the mood of the music should be brooding and slow to match the trees.,2.0,  The picture has a certain sombreness that I think would match a low pitch in music.,8.0,  The music should be dense to depict to foreboding that the picture also demonstrates in the world around the figure.,The music should be contemplative like the figure.
503,23,5967e9a831394d0001abdb3f,A20,standing,1.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","The figure is the only relief in the picture, but is still, so not dynamic",1.0,  Just needs a soft accompaniment,3.0,,1.0,,
504,24,657421f9661ce9a8cd7482d1,A20,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]",The area covered already show forth the beauty of the art piece without other backgrounds involved ,1.0,  The tempo must be low and quiet with respect to the picture so as to feel the environment of the art work,2.0,  Low pitch is also advisable in connection with the tempo enhancing the beauty of the environment where the art work was design from,5.0,  The density can be moderate ,
505,25,5e56590389b924000c184113,A20,standing,2.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]",Calm and reflective,1.0,,5.0,,3.0,,
506,26,65c4bfbc22bc351322c66e32,A20,standing,1.0,"[0,0,1,0]","[1,0,0,0]","[0,0,0,0]","[0,1,0,0]",Very outstanding look,3.0,,3.0,,3.0,,
507,27,63f77942d3cad20e65a411a9,A20,standing,5.0,"[1,1,1,1]","[1,1,1,1]","[1,0,0,0]","[0,0,0,0]",the trees,1.0,,5.0,,1.0,,
508,28,5c584d2040378900013b6fb9,A20,standing,1.0,"[0,0,0,0]","[0,0,1,1]","[0,1,1,1]","[0,1,1,1]",It needs the extra background space to show the isolation and loneliness of the piece,1.0,"  shes in waiting, lonely and calm.",2.0,,1.0,,
509,29,613e454dca2db9fcef1f8e8d,A20,standing,0.0,"[0,0,0,0]","[0,0,0,0]","[0,1,0,0]","[0,1,0,0]","Figure standing still, resting back, arms tucked away",2.0,"  Peaceful, still, restful image reflects a slow tempo",4.0,  I feel this would reflect the calm nature of the image,7.0,"  There is a heavyness and depth in the painting of the trees and the road, as well as darkness in the foliage",
450,0,나비,A21,standing,2.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","그냥 정적으로 서있고, 표정이 무표정이었던 부분. 그런데 핑크색+밝은느낌이라 살작 역동적이게 보이도 함.",2.0,2,7.0,7 |  핑크색적인 부분,1.0,1,
451,1,rub,A21,standing,0.0,"[0, 1, 1, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",I don't really think anything is moving in this painting to be honest,1.0,1 |  almost static,5.0,5 |  it looks really moderate,5.0,5 |  it looks really moderate,
452,2,Daisy,A21,standing,3.0,"[0, 0, 1, 1]","[0, 1, 0, 0]","[1, 1, 0, 0]","[0, 1, 0, 0]","There is a woman in the center of the painting. For A3, C1, and D1, I think the color gradient there implies some movements.",5.0,"5 |  The red color adds to the high tempo. Other than that, the scene is still.",8.0,8 |  The woman matches with some high-pitched music.,5.0,"5 |  There is only a woman in the scene, so I rate the average level of density.",
453,3,Doky,A21,standing,0.0,"[0, 1, 0, 0]","[1, 1, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]",역동적으로 느껴지지 않음.,3.0,3 |  역동적인 움직임은 없으나 밝고 경쾌한 색채로 인해 너무 느리지는 않은 템포가 어울림.,7.0,7 |  색채가 밝기 때문에 높은 음악이 더 어울림.,8.0,8 |  밝은 색채와 다양하고 화려한 패턴으로 인하여 음악의 밀도 역시 조금 더 높았으면 좋겠음.,
454,4,chanpig,A21,standing,2.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[1, 1, 1, 1]","[1, 1, 1, 1]",사람은 그냐우서 있지만 배경과 사물들이 휘어져있어 조금 역동적,7.0,7 |  배경이 주는 느낌도 있고 색감이 정신없다,5.0,5 |  정신없는 느낌,5.0,5 |  그림들이 곡선이 많아서 느리면서 빠를꺼같은 느낌,
455,5,곤듀,A21,standing,0.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]",전혀 역동적인 느낌이 들지 않음. 그림 속의 모습은 마치 사진을 찍기위한 세트장과 같은 정적인 느낌을 받음.,8.0,"8 |  역동적인 느낌이 전혀 들지 않는 그림이지만, 전체적인 색감이 밝고 가벼운 느낌을 줌에 따라 느린 템포보다는 다소 빠른 템포가 어울릴 것으로 생각함.",8.0,"8 |  역동적인 느낌이 전혀 들지 않는 그림이지만, 전체적인 색감이 밝고 가벼운 느낌을 줌에 따라 낮은 피치보다는 다소 높은 피치의 음이 어울릴 것으로 생각함.",5.0,5 |  음의 밀도가 매우 낮거나 매우 높아 지는 등 호소력 있는 스타일은 어울리지 않음,
456,6,이인애,A21,standing,3.0,"[0, 0, 1, 0]","[1, 1, 1, 0]","[1, 0, 0, 0]","[0, 0, 0, 0]",흐트러진형체의표현(곡선),4.0,4,3.0,3,6.0,6,
457,7,고고,A21,standing,1.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",제자리에 서있음,1.0,1,1.0,1,1.0,1,
458,8,경,A21,standing,1.0,"[0, 0, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]","[0, 1, 0, 0]",가만히 서 있는 모습에서 정적인 느낌을 받을 수 있음.,1.0,1 |  가만히 서 있는 정적인 분위기를 잘 나타냄.,2.0,2 |  멍한 느낌과 정적인 분위기를 잘 드러냄.,2.0,2 |  정적인 분위기를 잘 드러냄.,
459,9,yoni,A21,standing,3.0,"[1, 0, 0, 1]","[1, 0, 0, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]",그림 전체의 다양하고 팝한 색감,3.0,3,7.0,7,3.0,3,
