,Your Prolific ID,Artwork Number,Question Type,Survey Column,Actual Sound,User Answer,Artwork Dynamism,Comment
2111,15,P3,Quality,Sound D,Sound B,2,4,
2112,15,P1,Harmony,Sound A,Sound C,5,5,
2113,15,P1,Harmony,Sound B,Sound B,2,5,
2114,15,P1,Harmony,Sound C,Sound F,3,5,
2115,15,P1,Harmony,Sound D,Sound A,2,5,
2116,15,P1,Dynamism,Sound A,Sound C,5,5,
2117,15,P1,Dynamism,Sound B,Sound B,2,5,
2118,15,P1,Dynamism,Sound C,Sound F,,5,
2119,15,P1,Dynamism,Sound D,Sound A,1,5,
2120,15,P1,Quality,Sound A,Sound C,5,5,
2121,15,P1,Quality,Sound B,Sound B,1,5,
2122,15,P1,Quality,Sound C,Sound F,3,5,
2123,15,P1,Quality,Sound D,Sound A,1,5,
2124,15,P12,Harmony,Sound A,Sound B,1,1,
2125,15,P12,Harmony,Sound B,Sound A,2,1,
2126,15,P12,Harmony,Sound C,Sound C,4,1,
2127,15,P12,Harmony,Sound D,Sound F,3,1,
2128,15,P12,Dynamism,Sound A,Sound B,2,1,
2129,15,P12,Dynamism,Sound B,Sound A,2,1,
2130,15,P12,Dynamism,Sound C,Sound C,5,1,
2131,15,P12,Dynamism,Sound D,Sound F,3,1,
2132,15,P12,Quality,Sound A,Sound B,2,1,
2133,15,P12,Quality,Sound B,Sound A,2,1,
2134,15,P12,Quality,Sound C,Sound C,4,1,
2135,15,P12,Quality,Sound D,Sound F,3,1,
2136,15,P7,Harmony,Sound A,Sound C,5,1,
2137,15,P7,Harmony,Sound B,Sound B,1,1,
2138,15,P7,Harmony,Sound C,Sound A,1,1,
2139,15,P7,Harmony,Sound D,Sound F,3,1,
2140,15,P7,Dynamism,Sound A,Sound C,4,1,
2141,15,P7,Dynamism,Sound B,Sound B,4,1,
2142,15,P7,Dynamism,Sound C,Sound A,2,1,
2143,15,P7,Dynamism,Sound D,Sound F,,1,
2144,15,P7,Quality,Sound A,Sound C,4,1,
2145,15,P7,Quality,Sound B,Sound B,2,1,
2146,15,P7,Quality,Sound C,Sound A,2,1,
2147,15,P7,Quality,Sound D,Sound F,3,1,
2148,15,P9,Harmony,Sound A,Sound B,1,2,
2149,15,P9,Harmony,Sound B,Sound F,3,2,
2150,15,P9,Harmony,Sound C,Sound C,4,2,
2151,15,P9,Harmony,Sound D,Sound A,2,2,
2152,15,P9,Dynamism,Sound A,Sound B,2,2,
2153,15,P9,Dynamism,Sound B,Sound F,3,2,
2154,15,P9,Dynamism,Sound C,Sound C,2,2,
2155,15,P9,Dynamism,Sound D,Sound A,2,2,
2156,15,P9,Quality,Sound A,Sound B,1,2,
2157,15,P9,Quality,Sound B,Sound F,3,2,
2158,15,P9,Quality,Sound C,Sound C,5,2,
2159,15,P9,Quality,Sound D,Sound A,2,2,
2160,16,P2,Harmony,Sound A,Sound C,5,4,the sound D I felt was to unorganized to be danced
2161,16,P2,Harmony,Sound B,Sound F,3,4,the sound D I felt was to unorganized to be danced
2162,16,P2,Harmony,Sound C,Sound B,1,4,the sound D I felt was to unorganized to be danced
2163,16,P2,Harmony,Sound D,Sound A,1,4,the sound D I felt was to unorganized to be danced
2164,16,P2,Dynamism,Sound A,Sound C,5,4,
2165,16,P2,Dynamism,Sound B,Sound F,3,4,
2166,16,P2,Dynamism,Sound C,Sound B,2,4,
2167,16,P2,Dynamism,Sound D,Sound A,1,4,
2168,16,P2,Quality,Sound A,Sound C,5,4,
2169,16,P2,Quality,Sound B,Sound F,3,4,
2170,16,P2,Quality,Sound C,Sound B,1,4,
2171,16,P2,Quality,Sound D,Sound A,1,4,
2172,16,P8,Harmony,Sound A,Sound B,1,1,
2173,16,P8,Harmony,Sound B,Sound A,1,1,
2174,16,P8,Harmony,Sound C,Sound F,3,1,
2175,16,P8,Harmony,Sound D,Sound C,5,1,
2176,16,P8,Dynamism,Sound A,Sound B,1,1,the sound D is slower than the others
2177,16,P8,Dynamism,Sound B,Sound A,1,1,the sound D is slower than the others
2178,16,P8,Dynamism,Sound C,Sound F,3,1,the sound D is slower than the others
2179,16,P8,Dynamism,Sound D,Sound C,5,1,the sound D is slower than the others
2180,16,P8,Quality,Sound A,Sound B,1,1,
2181,16,P8,Quality,Sound B,Sound A,1,1,
2182,16,P8,Quality,Sound C,Sound F,3,1,
2183,16,P8,Quality,Sound D,Sound C,5,1,
2184,16,P4,Harmony,Sound A,Sound C,5,5,
2185,16,P4,Harmony,Sound B,Sound B,1,5,
2186,16,P4,Harmony,Sound C,Sound A,2,5,
2187,16,P4,Harmony,Sound D,Sound F,3,5,
2188,16,P4,Dynamism,Sound A,Sound C,5,5,
2189,16,P4,Dynamism,Sound B,Sound B,4,5,
2190,16,P4,Dynamism,Sound C,Sound A,1,5,
2191,16,P4,Dynamism,Sound D,Sound F,3,5,
2192,16,P4,Quality,Sound A,Sound C,5,5,
2193,16,P4,Quality,Sound B,Sound B,2,5,
2194,16,P4,Quality,Sound C,Sound A,1,5,
2195,16,P4,Quality,Sound D,Sound F,3,5,
2196,16,P10,Harmony,Sound A,Sound B,3,2,
2197,16,P10,Harmony,Sound B,Sound C,5,2,
2198,16,P10,Harmony,Sound C,Sound A,2,2,
2199,16,P10,Harmony,Sound D,Sound F,3,2,
2200,16,P10,Dynamism,Sound A,Sound B,4,2,
2201,16,P10,Dynamism,Sound B,Sound C,5,2,
2202,16,P10,Dynamism,Sound C,Sound A,2,2,
2203,16,P10,Dynamism,Sound D,Sound F,3,2,
2204,16,P10,Quality,Sound A,Sound B,2,2,
2205,16,P10,Quality,Sound B,Sound C,5,2,
2206,16,P10,Quality,Sound C,Sound A,1,2,
2207,16,P10,Quality,Sound D,Sound F,3,2,
2208,16,P5,Harmony,Sound A,Sound B,1,5,
2209,16,P5,Harmony,Sound B,Sound C,5,5,
2210,16,P5,Harmony,Sound C,Sound F,3,5,
2211,16,P5,Harmony,Sound D,Sound A,1,5,
2212,16,P5,Dynamism,Sound A,Sound B,1,5,
2213,16,P5,Dynamism,Sound B,Sound C,5,5,
2214,16,P5,Dynamism,Sound C,Sound F,3,5,
2215,16,P5,Dynamism,Sound D,Sound A,1,5,
2216,16,P5,Quality,Sound A,Sound B,2,5,
2217,16,P5,Quality,Sound B,Sound C,5,5,
2218,16,P5,Quality,Sound C,Sound F,3,5,
2219,16,P5,Quality,Sound D,Sound A,2,5,
2220,16,P6,Harmony,Sound A,Sound B,3,5,
2221,16,P6,Harmony,Sound B,Sound F,3,5,
2222,16,P6,Harmony,Sound C,Sound C,5,5,
2223,16,P6,Harmony,Sound D,Sound A,1,5,
2224,16,P6,Dynamism,Sound A,Sound B,2,5,
2225,16,P6,Dynamism,Sound B,Sound F,3,5,
2226,16,P6,Dynamism,Sound C,Sound C,5,5,
2227,16,P6,Dynamism,Sound D,Sound A,1,5,
2228,16,P6,Quality,Sound A,Sound B,2,5,
2229,16,P6,Quality,Sound B,Sound F,3,5,
2230,16,P6,Quality,Sound C,Sound C,5,5,
2231,16,P6,Quality,Sound D,Sound A,2,5,
2232,16,P11,Harmony,Sound A,Sound B,3,2,
2233,16,P11,Harmony,Sound B,Sound F,3,2,
2234,16,P11,Harmony,Sound C,Sound C,5,2,
2235,16,P11,Harmony,Sound D,Sound A,1,2,
2236,16,P11,Dynamism,Sound A,Sound B,3,2,
2237,16,P11,Dynamism,Sound B,Sound F,3,2,
2238,16,P11,Dynamism,Sound C,Sound C,5,2,
2239,16,P11,Dynamism,Sound D,Sound A,1,2,
2240,16,P11,Quality,Sound A,Sound B,1,2,
2241,16,P11,Quality,Sound B,Sound F,3,2,
2242,16,P11,Quality,Sound C,Sound C,5,2,
2243,16,P11,Quality,Sound D,Sound A,1,2,
2244,16,P3,Harmony,Sound A,Sound A,2,5,
2245,16,P3,Harmony,Sound B,Sound C,5,5,
2246,16,P3,Harmony,Sound C,Sound F,3,5,
2247,16,P3,Harmony,Sound D,Sound B,1,5,
2248,16,P3,Dynamism,Sound A,Sound A,2,5,
2249,16,P3,Dynamism,Sound B,Sound C,5,5,
2250,16,P3,Dynamism,Sound C,Sound F,3,5,
2251,16,P3,Dynamism,Sound D,Sound B,2,5,
2252,16,P3,Quality,Sound A,Sound A,1,5,
2253,16,P3,Quality,Sound B,Sound C,5,5,
2254,16,P3,Quality,Sound C,Sound F,3,5,
2255,16,P3,Quality,Sound D,Sound B,1,5,
2256,16,P1,Harmony,Sound A,Sound C,5,5,
2257,16,P1,Harmony,Sound B,Sound B,2,5,
2258,16,P1,Harmony,Sound C,Sound F,3,5,
2259,16,P1,Harmony,Sound D,Sound A,3,5,
2260,16,P1,Dynamism,Sound A,Sound C,5,5,
2261,16,P1,Dynamism,Sound B,Sound B,2,5,
2262,16,P1,Dynamism,Sound C,Sound F,3,5,
2263,16,P1,Dynamism,Sound D,Sound A,1,5,
2264,16,P1,Quality,Sound A,Sound C,5,5,
2265,16,P1,Quality,Sound B,Sound B,2,5,
2266,16,P1,Quality,Sound C,Sound F,3,5,
2267,16,P1,Quality,Sound D,Sound A,1,5,
2268,16,P12,Harmony,Sound A,Sound B,2,1,
2269,16,P12,Harmony,Sound B,Sound A,2,1,
2270,16,P12,Harmony,Sound C,Sound C,5,1,
2271,16,P12,Harmony,Sound D,Sound F,3,1,
2272,16,P12,Dynamism,Sound A,Sound B,3,1,
2273,16,P12,Dynamism,Sound B,Sound A,1,1,
2274,16,P12,Dynamism,Sound C,Sound C,5,1,
2275,16,P12,Dynamism,Sound D,Sound F,3,1,
2276,16,P12,Quality,Sound A,Sound B,3,1,
2277,16,P12,Quality,Sound B,Sound A,2,1,
2278,16,P12,Quality,Sound C,Sound C,5,1,
2279,16,P12,Quality,Sound D,Sound F,3,1,
2280,16,P7,Harmony,Sound A,Sound C,3,1,
2281,16,P7,Harmony,Sound B,Sound B,1,1,
2282,16,P7,Harmony,Sound C,Sound A,1,1,
2283,16,P7,Harmony,Sound D,Sound F,3,1,
2284,16,P7,Dynamism,Sound A,Sound C,5,1,
2285,16,P7,Dynamism,Sound B,Sound B,4,1,
2286,16,P7,Dynamism,Sound C,Sound A,1,1,
2287,16,P7,Dynamism,Sound D,Sound F,3,1,
2288,16,P7,Quality,Sound A,Sound C,4,1,
2289,16,P7,Quality,Sound B,Sound B,1,1,
2290,16,P7,Quality,Sound C,Sound A,1,1,
2291,16,P7,Quality,Sound D,Sound F,3,1,
2292,16,P9,Harmony,Sound A,Sound B,3,2,
2293,16,P9,Harmony,Sound B,Sound F,3,2,
2294,16,P9,Harmony,Sound C,Sound C,5,2,
2295,16,P9,Harmony,Sound D,Sound A,1,2,
2296,16,P9,Dynamism,Sound A,Sound B,4,2,
2297,16,P9,Dynamism,Sound B,Sound F,3,2,
2298,16,P9,Dynamism,Sound C,Sound C,5,2,
2299,16,P9,Dynamism,Sound D,Sound A,1,2,
2300,16,P9,Quality,Sound A,Sound B,1,2,
2301,16,P9,Quality,Sound B,Sound F,3,2,
2302,16,P9,Quality,Sound C,Sound C,5,2,
2303,16,P9,Quality,Sound D,Sound A,1,2,
2304,17,P2,Harmony,Sound A,Sound C,4,4,
2305,17,P2,Harmony,Sound B,Sound F,3,4,
2306,17,P2,Harmony,Sound C,Sound B,3,4,
2307,17,P2,Harmony,Sound D,Sound A,2,4,
2308,17,P2,Dynamism,Sound A,Sound C,4,4,
2309,17,P2,Dynamism,Sound B,Sound F,3,4,
2310,17,P2,Dynamism,Sound C,Sound B,4,4,
2311,17,P2,Dynamism,Sound D,Sound A,2,4,
2312,17,P2,Quality,Sound A,Sound C,5,4,
2313,17,P2,Quality,Sound B,Sound F,3,4,
2314,17,P2,Quality,Sound C,Sound B,2,4,
2315,17,P2,Quality,Sound D,Sound A,2,4,
2316,17,P8,Harmony,Sound A,Sound B,1,1,Needs to be slow as picture is still but not too slow
2317,17,P8,Harmony,Sound B,Sound A,1,1,Needs to be slow as picture is still but not too slow
2318,17,P8,Harmony,Sound C,Sound F,3,1,Needs to be slow as picture is still but not too slow
2319,17,P8,Harmony,Sound D,Sound C,4,1,Needs to be slow as picture is still but not too slow
2320,17,P8,Dynamism,Sound A,Sound B,4,1,
2321,17,P8,Dynamism,Sound B,Sound A,1,1,
2322,17,P8,Dynamism,Sound C,Sound F,3,1,
2323,17,P8,Dynamism,Sound D,Sound C,4,1,
2324,17,P8,Quality,Sound A,Sound B,2,1,
2325,17,P8,Quality,Sound B,Sound A,2,1,
2326,17,P8,Quality,Sound C,Sound F,3,1,
2327,17,P8,Quality,Sound D,Sound C,5,1,
2328,17,P4,Harmony,Sound A,Sound C,5,4,
2329,17,P4,Harmony,Sound B,Sound B,2,4,
2330,17,P4,Harmony,Sound C,Sound A,2,4,
2331,17,P4,Harmony,Sound D,Sound F,3,4,
2332,17,P4,Dynamism,Sound A,Sound C,4,4,
2333,17,P4,Dynamism,Sound B,Sound B,2,4,
2334,17,P4,Dynamism,Sound C,Sound A,2,4,
2335,17,P4,Dynamism,Sound D,Sound F,3,4,
2336,17,P4,Quality,Sound A,Sound C,5,4,
2337,17,P4,Quality,Sound B,Sound B,1,4,
2338,17,P4,Quality,Sound C,Sound A,2,4,
2339,17,P4,Quality,Sound D,Sound F,3,4,
2340,17,P10,Harmony,Sound A,Sound B,4,1,
2341,17,P10,Harmony,Sound B,Sound C,5,1,
2342,17,P10,Harmony,Sound C,Sound A,5,1,
2343,17,P10,Harmony,Sound D,Sound F,3,1,
2344,17,P10,Dynamism,Sound A,Sound B,5,1,
2345,17,P10,Dynamism,Sound B,Sound C,4,1,
2346,17,P10,Dynamism,Sound C,Sound A,2,1,
2347,17,P10,Dynamism,Sound D,Sound F,3,1,
2348,17,P10,Quality,Sound A,Sound B,2,1,
2349,17,P10,Quality,Sound B,Sound C,5,1,
2350,17,P10,Quality,Sound C,Sound A,2,1,
2351,17,P10,Quality,Sound D,Sound F,3,1,
2352,17,P5,Harmony,Sound A,Sound B,1,3,
2353,17,P5,Harmony,Sound B,Sound C,4,3,
2354,17,P5,Harmony,Sound C,Sound F,3,3,
2355,17,P5,Harmony,Sound D,Sound A,2,3,
2356,17,P5,Dynamism,Sound A,Sound B,1,3,
2357,17,P5,Dynamism,Sound B,Sound C,5,3,
2358,17,P5,Dynamism,Sound C,Sound F,3,3,
2359,17,P5,Dynamism,Sound D,Sound A,1,3,
2360,17,P5,Quality,Sound A,Sound B,3,3,
2361,17,P5,Quality,Sound B,Sound C,5,3,
2362,17,P5,Quality,Sound C,Sound F,3,3,
2363,17,P5,Quality,Sound D,Sound A,1,3,
2364,17,P6,Harmony,Sound A,Sound B,2,4,don't seem to match the tempo of the dancing in the picture
2365,17,P6,Harmony,Sound B,Sound F,3,4,don't seem to match the tempo of the dancing in the picture
2366,17,P6,Harmony,Sound C,Sound C,4,4,don't seem to match the tempo of the dancing in the picture
2367,17,P6,Harmony,Sound D,Sound A,1,4,don't seem to match the tempo of the dancing in the picture
2368,17,P6,Dynamism,Sound A,Sound B,2,4,
2369,17,P6,Dynamism,Sound B,Sound F,3,4,
2370,17,P6,Dynamism,Sound C,Sound C,5,4,
2371,17,P6,Dynamism,Sound D,Sound A,2,4,
2372,17,P6,Quality,Sound A,Sound B,1,4,
2373,17,P6,Quality,Sound B,Sound F,3,4,
2374,17,P6,Quality,Sound C,Sound C,5,4,
2375,17,P6,Quality,Sound D,Sound A,2,4,
2376,17,P11,Harmony,Sound A,Sound B,2,1,don't seem to reflect the happiness and beauty
2377,17,P11,Harmony,Sound B,Sound F,3,1,don't seem to reflect the happiness and beauty
2378,17,P11,Harmony,Sound C,Sound C,5,1,don't seem to reflect the happiness and beauty
2379,17,P11,Harmony,Sound D,Sound A,1,1,don't seem to reflect the happiness and beauty
2380,17,P11,Dynamism,Sound A,Sound B,2,1,
2381,17,P11,Dynamism,Sound B,Sound F,3,1,
2382,17,P11,Dynamism,Sound C,Sound C,4,1,
2383,17,P11,Dynamism,Sound D,Sound A,1,1,
2384,17,P11,Quality,Sound A,Sound B,2,1,
2385,17,P11,Quality,Sound B,Sound F,3,1,
2386,17,P11,Quality,Sound C,Sound C,4,1,
2387,17,P11,Quality,Sound D,Sound A,1,1,
2388,17,P3,Harmony,Sound A,Sound A,1,3,
2389,17,P3,Harmony,Sound B,Sound C,4,3,
2390,17,P3,Harmony,Sound C,Sound F,3,3,
2391,17,P3,Harmony,Sound D,Sound B,2,3,
2392,17,P3,Dynamism,Sound A,Sound A,1,3,
2393,17,P3,Dynamism,Sound B,Sound C,4,3,
2394,17,P3,Dynamism,Sound C,Sound F,3,3,
2395,17,P3,Dynamism,Sound D,Sound B,2,3,
2396,17,P3,Quality,Sound A,Sound A,1,3,
2397,17,P3,Quality,Sound B,Sound C,4,3,
2398,17,P3,Quality,Sound C,Sound F,3,3,
2399,17,P3,Quality,Sound D,Sound B,1,3,
2400,17,P1,Harmony,Sound A,Sound C,5,4,
2401,17,P1,Harmony,Sound B,Sound B,1,4,
2402,17,P1,Harmony,Sound C,Sound F,3,4,
2403,17,P1,Harmony,Sound D,Sound A,2,4,
2404,17,P1,Dynamism,Sound A,Sound C,5,4,
2405,17,P1,Dynamism,Sound B,Sound B,2,4,
2406,17,P1,Dynamism,Sound C,Sound F,3,4,
2407,17,P1,Dynamism,Sound D,Sound A,2,4,
2408,17,P1,Quality,Sound A,Sound C,5,4,
2409,17,P1,Quality,Sound B,Sound B,2,4,
2410,17,P1,Quality,Sound C,Sound F,3,4,
2411,17,P1,Quality,Sound D,Sound A,1,4,
2412,17,P12,Harmony,Sound A,Sound B,2,1,
2413,17,P12,Harmony,Sound B,Sound A,2,1,
2414,17,P12,Harmony,Sound C,Sound C,5,1,
2415,17,P12,Harmony,Sound D,Sound F,3,1,
2416,17,P12,Dynamism,Sound A,Sound B,4,1,
2417,17,P12,Dynamism,Sound B,Sound A,2,1,
2418,17,P12,Dynamism,Sound C,Sound C,5,1,
2419,17,P12,Dynamism,Sound D,Sound F,3,1,
2420,17,P12,Quality,Sound A,Sound B,2,1,
2421,17,P12,Quality,Sound B,Sound A,2,1,
2422,17,P12,Quality,Sound C,Sound C,5,1,
2423,17,P12,Quality,Sound D,Sound F,3,1,
2424,17,P7,Harmony,Sound A,Sound C,5,1,
2425,17,P7,Harmony,Sound B,Sound B,2,1,
2426,17,P7,Harmony,Sound C,Sound A,1,1,
2427,17,P7,Harmony,Sound D,Sound F,3,1,
2428,17,P7,Dynamism,Sound A,Sound C,5,1,
2429,17,P7,Dynamism,Sound B,Sound B,4,1,
2430,17,P7,Dynamism,Sound C,Sound A,2,1,
2431,17,P7,Dynamism,Sound D,Sound F,3,1,
2432,17,P7,Quality,Sound A,Sound C,5,1,
2433,17,P7,Quality,Sound B,Sound B,3,1,
2434,17,P7,Quality,Sound C,Sound A,2,1,
2435,17,P7,Quality,Sound D,Sound F,3,1,
2436,17,P9,Harmony,Sound A,Sound B,4,2,
2437,17,P9,Harmony,Sound B,Sound F,2,2,
2438,17,P9,Harmony,Sound C,Sound C,5,2,
2439,17,P9,Harmony,Sound D,Sound A,2,2,
2440,17,P9,Dynamism,Sound A,Sound B,3,2,
2441,17,P9,Dynamism,Sound B,Sound F,2,2,
2442,17,P9,Dynamism,Sound C,Sound C,5,2,
2443,17,P9,Dynamism,Sound D,Sound A,1,2,
2444,17,P9,Quality,Sound A,Sound B,2,2,
2445,17,P9,Quality,Sound B,Sound F,2,2,
2446,17,P9,Quality,Sound C,Sound C,5,2,
2447,17,P9,Quality,Sound D,Sound A,1,2,
2448,18,P2,Harmony,Sound A,Sound C,2,4,i think sound A it would harmonise better without the drums/beat. Sounds C and D just sounds like its all over the place.
2449,18,P2,Harmony,Sound B,Sound F,3,4,i think sound A it would harmonise better without the drums/beat. Sounds C and D just sounds like its all over the place.
2450,18,P2,Harmony,Sound C,Sound B,1,4,i think sound A it would harmonise better without the drums/beat. Sounds C and D just sounds like its all over the place.
2451,18,P2,Harmony,Sound D,Sound A,1,4,i think sound A it would harmonise better without the drums/beat. Sounds C and D just sounds like its all over the place.
2452,18,P2,Dynamism,Sound A,Sound C,5,4,
2453,18,P2,Dynamism,Sound B,Sound F,3,4,
2454,18,P2,Dynamism,Sound C,Sound B,4,4,
2455,18,P2,Dynamism,Sound D,Sound A,2,4,
2456,18,P2,Quality,Sound A,Sound C,4,4,
2457,18,P2,Quality,Sound B,Sound F,3,4,
2458,18,P2,Quality,Sound C,Sound B,1,4,
2459,18,P2,Quality,Sound D,Sound A,1,4,
2460,18,P8,Harmony,Sound A,Sound B,2,2,
2461,18,P8,Harmony,Sound B,Sound A,2,2,
2462,18,P8,Harmony,Sound C,Sound F,3,2,
2463,18,P8,Harmony,Sound D,Sound C,5,2,
2464,18,P8,Dynamism,Sound A,Sound B,2,2,
2465,18,P8,Dynamism,Sound B,Sound A,2,2,
2466,18,P8,Dynamism,Sound C,Sound F,3,2,
2467,18,P8,Dynamism,Sound D,Sound C,5,2,
2468,18,P8,Quality,Sound A,Sound B,1,2,
2469,18,P8,Quality,Sound B,Sound A,1,2,
2470,18,P8,Quality,Sound C,Sound F,3,2,
2471,18,P8,Quality,Sound D,Sound C,5,2,
2472,18,P4,Harmony,Sound A,Sound C,5,4,
2473,18,P4,Harmony,Sound B,Sound B,1,4,
2474,18,P4,Harmony,Sound C,Sound A,1,4,
2475,18,P4,Harmony,Sound D,Sound F,3,4,
2476,18,P4,Dynamism,Sound A,Sound C,5,4,
2477,18,P4,Dynamism,Sound B,Sound B,4,4,
2478,18,P4,Dynamism,Sound C,Sound A,2,4,
2479,18,P4,Dynamism,Sound D,Sound F,3,4,
2480,18,P4,Quality,Sound A,Sound C,4,4,
2481,18,P4,Quality,Sound B,Sound B,1,4,
2482,18,P4,Quality,Sound C,Sound A,1,4,
2483,18,P4,Quality,Sound D,Sound F,3,4,
2484,18,P10,Harmony,Sound A,Sound B,3,2,
2485,18,P10,Harmony,Sound B,Sound C,5,2,
2486,18,P10,Harmony,Sound C,Sound A,2,2,
2487,18,P10,Harmony,Sound D,Sound F,3,2,
2488,18,P10,Dynamism,Sound A,Sound B,3,2,
2489,18,P10,Dynamism,Sound B,Sound C,5,2,
2490,18,P10,Dynamism,Sound C,Sound A,1,2,
2491,18,P10,Dynamism,Sound D,Sound F,3,2,
2492,18,P10,Quality,Sound A,Sound B,1,2,
2493,18,P10,Quality,Sound B,Sound C,5,2,
2494,18,P10,Quality,Sound C,Sound A,1,2,
2495,18,P10,Quality,Sound D,Sound F,3,2,
2496,18,P5,Harmony,Sound A,Sound B,1,4,
2497,18,P5,Harmony,Sound B,Sound C,4,4,
2498,18,P5,Harmony,Sound C,Sound F,3,4,
2499,18,P5,Harmony,Sound D,Sound A,1,4,
2500,18,P5,Dynamism,Sound A,Sound B,1,4,
2501,18,P5,Dynamism,Sound B,Sound C,3,4,
2502,18,P5,Dynamism,Sound C,Sound F,3,4,
2503,18,P5,Dynamism,Sound D,Sound A,1,4,
2504,18,P5,Quality,Sound A,Sound B,2,4,
2505,18,P5,Quality,Sound B,Sound C,5,4,
2506,18,P5,Quality,Sound C,Sound F,3,4,
2507,18,P5,Quality,Sound D,Sound A,2,4,
2508,18,P6,Harmony,Sound A,Sound B,2,4,
2509,18,P6,Harmony,Sound B,Sound F,3,4,
2510,18,P6,Harmony,Sound C,Sound C,4,4,
2511,18,P6,Harmony,Sound D,Sound A,1,4,
2512,18,P6,Dynamism,Sound A,Sound B,1,4,
2513,18,P6,Dynamism,Sound B,Sound F,3,4,
2514,18,P6,Dynamism,Sound C,Sound C,5,4,
2515,18,P6,Dynamism,Sound D,Sound A,1,4,
2516,18,P6,Quality,Sound A,Sound B,2,4,
2517,18,P6,Quality,Sound B,Sound F,3,4,
2518,18,P6,Quality,Sound C,Sound C,4,4,
2519,18,P6,Quality,Sound D,Sound A,1,4,
2520,18,P11,Harmony,Sound A,Sound B,3,1,
2521,18,P11,Harmony,Sound B,Sound F,3,1,
2522,18,P11,Harmony,Sound C,Sound C,4,1,
2523,18,P11,Harmony,Sound D,Sound A,1,1,
2524,18,P11,Dynamism,Sound A,Sound B,3,1,
2525,18,P11,Dynamism,Sound B,Sound F,3,1,
2526,18,P11,Dynamism,Sound C,Sound C,5,1,
2527,18,P11,Dynamism,Sound D,Sound A,2,1,
2528,18,P11,Quality,Sound A,Sound B,2,1,
2529,18,P11,Quality,Sound B,Sound F,3,1,
2530,18,P11,Quality,Sound C,Sound C,4,1,
2531,18,P11,Quality,Sound D,Sound A,2,1,
2532,18,P3,Harmony,Sound A,Sound A,2,4,
2533,18,P3,Harmony,Sound B,Sound C,4,4,
2534,18,P3,Harmony,Sound C,Sound F,3,4,
2535,18,P3,Harmony,Sound D,Sound B,2,4,
2536,18,P3,Dynamism,Sound A,Sound A,2,4,
2537,18,P3,Dynamism,Sound B,Sound C,5,4,
2538,18,P3,Dynamism,Sound C,Sound F,3,4,
2539,18,P3,Dynamism,Sound D,Sound B,3,4,
2540,18,P3,Quality,Sound A,Sound A,2,4,
2541,18,P3,Quality,Sound B,Sound C,3,4,
2542,18,P3,Quality,Sound C,Sound F,3,4,
2543,18,P3,Quality,Sound D,Sound B,1,4,
2544,18,P1,Harmony,Sound A,Sound C,4,5,
2545,18,P1,Harmony,Sound B,Sound B,2,5,
2546,18,P1,Harmony,Sound C,Sound F,3,5,
2547,18,P1,Harmony,Sound D,Sound A,2,5,
2548,18,P1,Dynamism,Sound A,Sound C,5,5,
2549,18,P1,Dynamism,Sound B,Sound B,2,5,
2550,18,P1,Dynamism,Sound C,Sound F,3,5,
2551,18,P1,Dynamism,Sound D,Sound A,1,5,
2552,18,P1,Quality,Sound A,Sound C,4,5,
2553,18,P1,Quality,Sound B,Sound B,1,5,
2554,18,P1,Quality,Sound C,Sound F,3,5,
2555,18,P1,Quality,Sound D,Sound A,2,5,
2556,18,P12,Harmony,Sound A,Sound B,1,1,
2557,18,P12,Harmony,Sound B,Sound A,2,1,
2558,18,P12,Harmony,Sound C,Sound C,5,1,
2559,18,P12,Harmony,Sound D,Sound F,3,1,
2560,18,P12,Dynamism,Sound A,Sound B,4,1,
2561,18,P12,Dynamism,Sound B,Sound A,1,1,
2562,18,P12,Dynamism,Sound C,Sound C,5,1,
2563,18,P12,Dynamism,Sound D,Sound F,3,1,
2564,18,P12,Quality,Sound A,Sound B,1,1,
2565,18,P12,Quality,Sound B,Sound A,2,1,
2566,18,P12,Quality,Sound C,Sound C,5,1,
2567,18,P12,Quality,Sound D,Sound F,3,1,
2568,18,P7,Harmony,Sound A,Sound C,5,1,
2569,18,P7,Harmony,Sound B,Sound B,2,1,
2570,18,P7,Harmony,Sound C,Sound A,1,1,
2571,18,P7,Harmony,Sound D,Sound F,3,1,
2572,18,P7,Dynamism,Sound A,Sound C,5,1,
2573,18,P7,Dynamism,Sound B,Sound B,3,1,
2574,18,P7,Dynamism,Sound C,Sound A,1,1,
2575,18,P7,Dynamism,Sound D,Sound F,3,1,
2576,18,P7,Quality,Sound A,Sound C,5,1,
2577,18,P7,Quality,Sound B,Sound B,2,1,
2578,18,P7,Quality,Sound C,Sound A,2,1,
2579,18,P7,Quality,Sound D,Sound F,3,1,
2580,18,P9,Harmony,Sound A,Sound B,1,1,
2581,18,P9,Harmony,Sound B,Sound F,3,1,
2582,18,P9,Harmony,Sound C,Sound C,5,1,
2583,18,P9,Harmony,Sound D,Sound A,1,1,
2584,18,P9,Dynamism,Sound A,Sound B,3,1,
2585,18,P9,Dynamism,Sound B,Sound F,3,1,
2586,18,P9,Dynamism,Sound C,Sound C,4,1,
2587,18,P9,Dynamism,Sound D,Sound A,2,1,
2588,18,P9,Quality,Sound A,Sound B,1,1,
2589,18,P9,Quality,Sound B,Sound F,3,1,
2590,18,P9,Quality,Sound C,Sound C,5,1,
2591,18,P9,Quality,Sound D,Sound A,2,1,
